team,conference,elo,week,Year
Memphis,American Athletic,1702,3,2024
Miami,ACC,1574,3,2024
Middle Tennessee,Conference USA,1229,3,2024
Navy,American Athletic,1448,3,2024
NC State,ACC,1350,3,2024
North Carolina,ACC,1663,3,2024
North Texas,Conference USA,1320,3,2024
Notre Dame,FBS Independents,1918,3,2024
Oklahoma State,Big 12,1599,3,2024
Pittsburgh,ACC,1518,3,2024
SMU,American Athletic,1608,3,2024
South Alabama,Sun Belt,1282,3,2024
Southern Miss,Conference USA,1411,3,2024
South Florida,American Athletic,1245,3,2024
Syracuse,ACC,1418,3,2024
Texas,Big 12,1833,3,2024
Texas State,Sun Belt,1263,3,2024
Troy,Sun Belt,1473,3,2024
Tulane,American Athletic,1511,3,2024
Tulsa,American Athletic,1410,3,2024
UAB,Conference USA,1374,3,2024
UCF,American Athletic,1787,3,2024
UL Monroe,Sun Belt,1200,3,2024
UTEP,Conference USA,1056,3,2024
UTSA,Conference USA,1226,3,2024
Wake Forest,ACC,1503,3,2024
Western Kentucky,Conference USA,1462,3,2024
Alabama,SEC,1972,4,2024
App State,Sun Belt,1665,4,2024
Arkansas,SEC,1292,4,2024
Arkansas State,Sun Belt,1448,4,2024
Army,FBS Independents,1627,4,2024
Auburn,SEC,1804,4,2024
Baylor,Big 12,1756,4,2024
Boston College,ACC,1508,4,2024
BYU,FBS Independents,1789,4,2024
Charlotte,Conference USA,1373,4,2024
Cincinnati,American Athletic,1700,4,2024
Clemson,ACC,2066,4,2024
Coastal Carolina,Sun Belt,1351,4,2024
Duke,ACC,1353,4,2024
East Carolina,American Athletic,1235,4,2024
Florida,SEC,1794,4,2024
Florida International,Conference USA,1383,4,2024
Florida State,ACC,1371,4,2024
Georgia,SEC,1847,4,2024
Georgia Southern,Sun Belt,1467,4,2024
Georgia State,Sun Belt,1322,4,2024
Georgia Tech,ACC,1297,4,2024
Iowa State,Big 12,1623,4,2024
Kansas,Big 12,1241,4,2024
Kansas State,Big 12,1626,4,2024
Kentucky,SEC,1627,4,2024
Liberty,FBS Independents,1408,4,2024
Louisiana,Sun Belt,1674,4,2024
Louisiana Tech,Conference USA,1531,4,2024
Louisville,ACC,1451,4,2024
LSU,SEC,1988,4,2024
Marshall,Conference USA,1499,4,2024
Memphis,American Athletic,1702,4,2024
Miami,ACC,1685,4,2024
Middle Tennessee,Conference USA,1228,4,2024
Mississippi State,SEC,1623,4,2024
Missouri,SEC,1582,4,2024
Navy,American Athletic,1448,4,2024
NC State,ACC,1328,4,2024
North Carolina,ACC,1663,4,2024
North Texas,Conference USA,1320,4,2024
Notre Dame,FBS Independents,1918,4,2024
Oklahoma,Big 12,1756,4,2024
Oklahoma State,Big 12,1619,4,2024
Ole Miss,SEC,1542,4,2024
Pittsburgh,ACC,1518,4,2024
SMU,American Athletic,1608,4,2024
South Alabama,Sun Belt,1203,4,2024
South Carolina,SEC,1495,4,2024
Southern Miss,Conference USA,1298,4,2024
South Florida,American Athletic,1245,4,2024
Syracuse,ACC,1446,4,2024
TCU,Big 12,1581,4,2024
Tennessee,SEC,1548,4,2024
Texas,Big 12,1824,4,2024
Texas A&M,SEC,1638,4,2024
Texas State,Sun Belt,1265,4,2024
Texas Tech,Big 12,1534,4,2024
Troy,Sun Belt,1384,4,2024
Tulane,American Athletic,1624,4,2024
Tulsa,American Athletic,1410,4,2024
UAB,Conference USA,1453,4,2024
UCF,American Athletic,1789,4,2024
UL Monroe,Sun Belt,1114,4,2024
UTEP,Conference USA,1142,4,2024
UTSA,Conference USA,1227,4,2024
Vanderbilt,SEC,1298,4,2024
Virginia,ACC,1627,4,2024
Virginia Tech,ACC,1645,4,2024
Wake Forest,ACC,1503,4,2024
Western Kentucky,Conference USA,1462,4,2024
West Virginia,Big 12,1487,4,2024
Air Force,Mountain West,1711,5,2024
Alabama,SEC,2007,5,2024
App State,Sun Belt,1665,5,2024
Arkansas,SEC,1334,5,2024
Arkansas State,Sun Belt,1359,5,2024
Army,FBS Independents,1627,5,2024
Auburn,SEC,1759,5,2024
Baylor,Big 12,1734,5,2024
Boston College,ACC,1511,5,2024
BYU,FBS Independents,1842,5,2024
Charlotte,Conference USA,1379,5,2024
Cincinnati,American Athletic,1706,5,2024
Clemson,ACC,2067,5,2024
Coastal Carolina,Sun Belt,1440,5,2024
Duke,ACC,1361,5,2024
East Carolina,American Athletic,1197,5,2024
Florida,SEC,1798,5,2024
Florida Atlantic,Conference USA,1679,5,2024
Florida International,Conference USA,1383,5,2024
Florida State,ACC,1371,5,2024
Georgia,SEC,1892,5,2024
Georgia Southern,Sun Belt,1453,5,2024
Georgia State,Sun Belt,1360,5,2024
Georgia Tech,ACC,1297,5,2024
Iowa State,Big 12,1640,5,2024
Kansas,Big 12,1172,5,2024
Kansas State,Big 12,1637,5,2024
Kentucky,SEC,1622,5,2024
Liberty,FBS Independents,1408,5,2024
Louisiana,Sun Belt,1674,5,2024
Louisiana Tech,Conference USA,1478,5,2024
Louisville,ACC,1451,5,2024
LSU,SEC,2004,5,2024
Marshall,Conference USA,1499,5,2024
Memphis,American Athletic,1700,5,2024
Miami,ACC,1685,5,2024
Middle Tennessee,Conference USA,1237,5,2024
Mississippi State,SEC,1581,5,2024
Missouri,SEC,1522,5,2024
Navy,American Athletic,1382,5,2024
NC State,ACC,1339,5,2024
North Carolina,ACC,1660,5,2024
North Texas,Conference USA,1297,5,2024
Notre Dame,FBS Independents,1918,5,2024
Oklahoma,Big 12,1739,5,2024
Oklahoma State,Big 12,1688,5,2024
Ole Miss,SEC,1547,5,2024
Pittsburgh,ACC,1507,5,2024
SMU,American Athletic,1610,5,2024
South Alabama,Sun Belt,1203,5,2024
South Carolina,SEC,1491,5,2024
Southern Miss,Conference USA,1321,5,2024
South Florida,American Athletic,1239,5,2024
Syracuse,ACC,1446,5,2024
TCU,Big 12,1598,5,2024
Tennessee,SEC,1608,5,2024
Texas,Big 12,1807,5,2024
Texas A&M,SEC,1603,5,2024
Texas State,Sun Belt,1265,5,2024
Texas Tech,Big 12,1523,5,2024
Troy,Sun Belt,1384,5,2024
Tulane,American Athletic,1624,5,2024
Tulsa,American Athletic,1460,5,2024
UAB,Conference USA,1452,5,2024
UCF,American Athletic,1739,5,2024
UL Monroe,Sun Belt,1128,5,2024
UTEP,Conference USA,1142,5,2024
UTSA,Conference USA,1228,5,2024
Vanderbilt,SEC,1282,5,2024
Virginia,ACC,1626,5,2024
Virginia Tech,ACC,1637,5,2024
Wake Forest,ACC,1503,5,2024
Western Kentucky,Conference USA,1453,5,2024
West Virginia,Big 12,1509,5,2024
Air Force,Mountain West,1711,6,2024
Alabama,SEC,2000,6,2024
App State,Sun Belt,1665,6,2024
Arkansas,SEC,1339,6,2024
Arkansas State,Sun Belt,1359,6,2024
Army,FBS Independents,1627,6,2024
Auburn,SEC,1754,6,2024
Baylor,Big 12,1734,6,2024
Boston College,ACC,1512,6,2024
BYU,FBS Independents,1821,6,2024
Charlotte,Conference USA,1446,6,2024
Cincinnati,American Athletic,1706,6,2024
Clemson,ACC,2089,6,2024
Coastal Carolina,Sun Belt,1440,6,2024
Duke,ACC,1402,6,2024
East Carolina,American Athletic,1252,6,2024
Florida,SEC,1794,6,2024
Florida Atlantic,Conference USA,1679,6,2024
Florida International,Conference USA,1369,6,2024
Florida State,ACC,1382,6,2024
Georgia,SEC,1919,6,2024
Georgia Southern,Sun Belt,1453,6,2024
Georgia State,Sun Belt,1360,6,2024
Georgia Tech,ACC,1357,6,2024
Houston,American Athletic,1525,6,2024
Iowa State,Big 12,1664,6,2024
Kansas,Big 12,1172,6,2024
Kansas State,Big 12,1647,6,2024
Kentucky,SEC,1671,6,2024
Liberty,FBS Independents,1464,6,2024
Louisiana,Sun Belt,1674,6,2024
Louisiana Tech,Conference USA,1472,6,2024
Louisville,ACC,1391,6,2024
LSU,SEC,1961,6,2024
Marshall,Conference USA,1557,6,2024
Memphis,American Athletic,1700,6,2024
Miami,ACC,1663,6,2024
Middle Tennessee,Conference USA,1251,6,2024
Mississippi State,SEC,1532,6,2024
Missouri,SEC,1565,6,2024
Navy,American Athletic,1383,6,2024
NC State,ACC,1413,6,2024
North Carolina,ACC,1678,6,2024
North Texas,Conference USA,1230,6,2024
Notre Dame,FBS Independents,1907,6,2024
Oklahoma,Big 12,1763,6,2024
Oklahoma State,Big 12,1688,6,2024
Ole Miss,SEC,1554,6,2024
Pittsburgh,ACC,1506,6,2024
SMU,American Athletic,1610,6,2024
South Alabama,Sun Belt,1203,6,2024
South Carolina,SEC,1562,6,2024
Southern Miss,Conference USA,1321,6,2024
South Florida,American Athletic,1184,6,2024
Syracuse,ACC,1405,6,2024
TCU,Big 12,1588,6,2024
Temple,American Athletic,1410,6,2024
Tennessee,SEC,1581,6,2024
Texas,Big 12,1783,6,2024
Texas A&M,SEC,1607,6,2024
Texas State,Sun Belt,1230,6,2024
Texas Tech,Big 12,1499,6,2024
Troy,Sun Belt,1419,6,2024
Tulane,American Athletic,1567,6,2024
Tulsa,American Athletic,1460,6,2024
UAB,Conference USA,1452,6,2024
UCF,American Athletic,1739,6,2024
UL Monroe,Sun Belt,1072,6,2024
UTEP,Conference USA,1148,6,2024
UTSA,Conference USA,1249,6,2024
Vanderbilt,SEC,1211,6,2024
Virginia,ACC,1552,6,2024
Virginia Tech,ACC,1619,6,2024
Wake Forest,ACC,1503,6,2024
Western Kentucky,Conference USA,1395,6,2024
West Virginia,Big 12,1509,6,2024
Air Force,Mountain West,1711,7,2024
Alabama,SEC,2030,7,2024
App State,Sun Belt,1665,7,2024
Arkansas,SEC,1380,7,2024
Arkansas State,Sun Belt,1369,7,2024
Army,FBS Independents,1621,7,2024
Auburn,SEC,1729,7,2024
Baylor,Big 12,1734,7,2024
Boston College,ACC,1458,7,2024
BYU,FBS Independents,1833,7,2024
Charlotte,Conference USA,1446,7,2024
Cincinnati,American Athletic,1706,7,2024
Clemson,ACC,2194,7,2024
Coastal Carolina,Sun Belt,1460,7,2024
Duke,ACC,1383,7,2024
East Carolina,American Athletic,1254,7,2024
Florida,SEC,1794,7,2024
Florida Atlantic,Conference USA,1679,7,2024
Florida International,Conference USA,1369,7,2024
Florida State,ACC,1387,7,2024
Georgia,SEC,1889,7,2024
Georgia Southern,Sun Belt,1508,7,2024
Georgia State,Sun Belt,1350,7,2024
Georgia Tech,ACC,1252,7,2024
Houston,American Athletic,1513,7,2024
Iowa State,Big 12,1664,7,2024
Kansas,Big 12,1156,7,2024
Kansas State,Big 12,1647,7,2024
Kentucky,SEC,1734,7,2024
Liberty,FBS Independents,1499,7,2024
Louisiana,Sun Belt,1654,7,2024
Louisiana Tech,Conference USA,1437,7,2024
Louisville,ACC,1405,7,2024
LSU,SEC,1961,7,2024
Marshall,Conference USA,1592,7,2024
Massachusetts,FBS Independents,900,7,2024
Memphis,American Athletic,1702,7,2024
Miami,ACC,1673,7,2024
Middle Tennessee,Conference USA,1208,7,2024
Mississippi State,SEC,1507,7,2024
Missouri,SEC,1565,7,2024
Navy,American Athletic,1381,7,2024
NC State,ACC,1432,7,2024
North Carolina,ACC,1673,7,2024
North Texas,Conference USA,1273,7,2024
Notre Dame,FBS Independents,1893,7,2024
Oklahoma,Big 12,1763,7,2024
Oklahoma State,Big 12,1688,7,2024
Ole Miss,SEC,1513,7,2024
Pittsburgh,ACC,1496,7,2024
SMU,American Athletic,1612,7,2024
South Alabama,Sun Belt,1222,7,2024
South Carolina,SEC,1587,7,2024
Southern Miss,Conference USA,1321,7,2024
South Florida,American Athletic,1186,7,2024
Syracuse,ACC,1370,7,2024
TCU,Big 12,1588,7,2024
Temple,American Athletic,1408,7,2024
Tennessee,SEC,1518,7,2024
Texas,Big 12,1783,7,2024
Texas A&M,SEC,1632,7,2024
Texas State,Sun Belt,1211,7,2024
Texas Tech,Big 12,1499,7,2024
Troy,Sun Belt,1419,7,2024
Tulane,American Athletic,1565,7,2024
Tulsa,American Athletic,1460,7,2024
UAB,Conference USA,1502,7,2024
UCF,American Athletic,1737,7,2024
UL Monroe,Sun Belt,1072,7,2024
UTEP,Conference USA,1148,7,2024
UTSA,Conference USA,1255,7,2024
Vanderbilt,SEC,1211,7,2024
Virginia,ACC,1510,7,2024
Virginia Tech,ACC,1673,7,2024
Wake Forest,ACC,1545,7,2024
Western Kentucky,Conference USA,1345,7,2024
West Virginia,Big 12,1525,7,2024
Air Force,Mountain West,1661,8,2024
Alabama,SEC,2056,8,2024
App State,Sun Belt,1704,8,2024
Arkansas,SEC,1380,8,2024
Arkansas State,Sun Belt,1330,8,2024
Army,FBS Independents,1621,8,2024
Auburn,SEC,1726,8,2024
Baylor,Big 12,1718,8,2024
Boise State,Mountain West,1690,8,2024
Boston College,ACC,1487,8,2024
BYU,FBS Independents,1866,8,2024
Charlotte,Conference USA,1443,8,2024
Cincinnati,American Athletic,1775,8,2024
Clemson,ACC,2179,8,2024
Coastal Carolina,Sun Belt,1493,8,2024
Duke,ACC,1383,8,2024
East Carolina,American Athletic,1254,8,2024
Florida,SEC,1794,8,2024
Florida Atlantic,Conference USA,1652,8,2024
Florida International,Conference USA,1369,8,2024
Florida State,ACC,1302,8,2024
Fresno State,Mountain West,1446,8,2024
Georgia,SEC,1889,8,2024
Georgia Southern,Sun Belt,1475,8,2024
Georgia State,Sun Belt,1357,8,2024
Georgia Tech,ACC,1223,8,2024
Hawai'i,Mountain West,1502,8,2024
Houston,American Athletic,1538,8,2024
Illinois,Big Ten,1384,8,2024
Indiana,Big Ten,1581,8,2024
Iowa,Big Ten,1771,8,2024
Iowa State,Big 12,1663,8,2024
Kansas,Big 12,1100,8,2024
Kansas State,Big 12,1703,8,2024
Kentucky,SEC,1704,8,2024
Liberty,FBS Independents,1531,8,2024
Louisiana,Sun Belt,1651,8,2024
Louisiana Tech,Conference USA,1431,8,2024
Louisville,ACC,1490,8,2024
LSU,SEC,1992,8,2024
Marshall,Conference USA,1619,8,2024
Maryland,Big Ten,1202,8,2024
Massachusetts,FBS Independents,900,8,2024
Memphis,American Athletic,1702,8,2024
Miami,ACC,1672,8,2024
Michigan,Big Ten,1856,8,2024
Michigan State,Big Ten,1495,8,2024
Middle Tennessee,Conference USA,1226,8,2024
Minnesota,Big Ten,1648,8,2024
Mississippi State,SEC,1507,8,2024
Missouri,SEC,1595,8,2024
Navy,American Athletic,1356,8,2024
NC State,ACC,1390,8,2024
Nebraska,Big Ten,1532,8,2024
Nevada,Mountain West,1301,8,2024
North Carolina,ACC,1715,8,2024
North Texas,Conference USA,1273,8,2024
Northwestern,Big Ten,1583,8,2024
Notre Dame,FBS Independents,1966,8,2024
Ohio State,Big Ten,2115,8,2024
Oklahoma,Big 12,1792,8,2024
Oklahoma State,Big 12,1689,8,2024
Ole Miss,SEC,1516,8,2024
Penn State,Big Ten,1819,8,2024
Pittsburgh,ACC,1423,8,2024
Purdue,Big Ten,1504,8,2024
Rice,Conference USA,1289,8,2024
Rutgers,Big Ten,1285,8,2024
San Diego State,Mountain West,1619,8,2024
San José State,Mountain West,1402,8,2024
SMU,American Athletic,1543,8,2024
South Alabama,Sun Belt,1265,8,2024
South Carolina,SEC,1556,8,2024
Southern Miss,Conference USA,1289,8,2024
South Florida,American Athletic,1139,8,2024
Syracuse,ACC,1385,8,2024
TCU,Big 12,1559,8,2024
Temple,American Athletic,1408,8,2024
Tennessee,SEC,1492,8,2024
Texas,Big 12,1799,8,2024
Texas A&M,SEC,1632,8,2024
Texas State,Sun Belt,1178,8,2024
Texas Tech,Big 12,1510,8,2024
Troy,Sun Belt,1412,8,2024
Tulane,American Athletic,1544,8,2024
Tulsa,American Athletic,1507,8,2024
UAB,Conference USA,1505,8,2024
UCF,American Athletic,1758,8,2024
UL Monroe,Sun Belt,1029,8,2024
UNLV,Mountain West,1245,8,2024
Utah State,Mountain West,1376,8,2024
UTEP,Conference USA,1151,8,2024
UTSA,Conference USA,1261,8,2024
Vanderbilt,SEC,1211,8,2024
Virginia,ACC,1511,8,2024
Virginia Tech,ACC,1656,8,2024
Wake Forest,ACC,1562,8,2024
Western Kentucky,Conference USA,1345,8,2024
West Virginia,Big 12,1514,8,2024
Wisconsin,Big Ten,1904,8,2024
Wyoming,Mountain West,1541,8,2024
Air Force,Mountain West,1617,9,2024
Alabama,SEC,2105,9,2024
App State,Sun Belt,1685,9,2024
Arkansas,SEC,1378,9,2024
Arkansas State,Sun Belt,1263,9,2024
Army,FBS Independents,1621,9,2024
Auburn,SEC,1872,9,2024
Baylor,Big 12,1683,9,2024
Boise State,Mountain West,1734,9,2024
Boston College,ACC,1509,9,2024
BYU,FBS Independents,1890,9,2024
Charlotte,Conference USA,1340,9,2024
Cincinnati,American Athletic,1878,9,2024
Clemson,ACC,2157,9,2024
Coastal Carolina,Sun Belt,1634,9,2024
Colorado State,Mountain West,1363,9,2024
Duke,ACC,1486,9,2024
East Carolina,American Athletic,1258,9,2024
Florida,SEC,1832,9,2024
Florida Atlantic,Conference USA,1664,9,2024
Florida International,Conference USA,1369,9,2024
Florida State,ACC,1302,9,2024
Fresno State,Mountain West,1492,9,2024
Georgia,SEC,1896,9,2024
Georgia Southern,Sun Belt,1473,9,2024
Georgia State,Sun Belt,1216,9,2024
Georgia Tech,ACC,1247,9,2024
Hawai'i,Mountain West,1447,9,2024
Houston,American Athletic,1503,9,2024
Illinois,Big Ten,1380,9,2024
Indiana,Big Ten,1590,9,2024
Iowa,Big Ten,1760,9,2024
Iowa State,Big 12,1681,9,2024
Kansas,Big 12,1082,9,2024
Kansas State,Big 12,1609,9,2024
Kentucky,SEC,1697,9,2024
Liberty,FBS Independents,1531,9,2024
Louisiana,Sun Belt,1634,9,2024
Louisiana Tech,Conference USA,1433,9,2024
Louisville,ACC,1489,9,2024
LSU,SEC,1846,9,2024
Marshall,Conference USA,1619,9,2024
Maryland,Big Ten,1214,9,2024
Massachusetts,FBS Independents,900,9,2024
Memphis,American Athletic,1599,9,2024
Miami,ACC,1672,9,2024
Michigan,Big Ten,1827,9,2024
Michigan State,Big Ten,1524,9,2024
Middle Tennessee,Conference USA,1226,9,2024
Minnesota,Big Ten,1636,9,2024
Mississippi State,SEC,1458,9,2024
Missouri,SEC,1557,9,2024
Navy,American Athletic,1343,9,2024
NC State,ACC,1390,9,2024
Nebraska,Big Ten,1532,9,2024
Nevada,Mountain West,1339,9,2024
New Mexico,Mountain West,1207,9,2024
North Carolina,ACC,1711,9,2024
North Texas,Conference USA,1273,9,2024
Northwestern,Big Ten,1594,9,2024
Notre Dame,FBS Independents,1942,9,2024
Ohio State,Big Ten,2117,9,2024
Oklahoma,Big 12,1854,9,2024
Oklahoma State,Big 12,1684,9,2024
Ole Miss,SEC,1572,9,2024
Penn State,Big Ten,1817,9,2024
Pittsburgh,ACC,1423,9,2024
Purdue,Big Ten,1508,9,2024
Rice,Conference USA,1353,9,2024
Rutgers,Big Ten,1276,9,2024
San Diego State,Mountain West,1676,9,2024
San José State,Mountain West,1425,9,2024
SMU,American Athletic,1556,9,2024
South Alabama,Sun Belt,1267,9,2024
South Carolina,SEC,1556,9,2024
Southern Miss,Conference USA,1225,9,2024
South Florida,American Athletic,1139,9,2024
Syracuse,ACC,1342,9,2024
TCU,Big 12,1594,9,2024
Temple,American Athletic,1328,9,2024
Tennessee,SEC,1492,9,2024
Texas,Big 12,1804,9,2024
Texas A&M,SEC,1634,9,2024
Texas State,Sun Belt,1195,9,2024
Texas Tech,Big 12,1448,9,2024
Troy,Sun Belt,1479,9,2024
Tulane,American Athletic,1624,9,2024
Tulsa,American Athletic,1503,9,2024
UAB,Conference USA,1503,9,2024
UCF,American Athletic,1793,9,2024
UL Monroe,Sun Belt,1048,9,2024
UNLV,Mountain West,1207,9,2024
Utah State,Mountain West,1319,9,2024
UTEP,Conference USA,1151,9,2024
UTSA,Conference USA,1249,9,2024
Vanderbilt,SEC,1155,9,2024
Virginia,ACC,1515,9,2024
Virginia Tech,ACC,1657,9,2024
Wake Forest,ACC,1605,9,2024
Western Kentucky,Conference USA,1321,9,2024
West Virginia,Big 12,1608,9,2024
Wisconsin,Big Ten,1904,9,2024
Wyoming,Mountain West,1596,9,2024
Air Force,Mountain West,1617,10,2024
Akron,Mid-American,933,10,2024
Alabama,SEC,2105,10,2024
App State,Sun Belt,1688,10,2024
Arizona State,Pac-12,1550,10,2024
Arkansas,SEC,1407,10,2024
Arkansas State,Sun Belt,1273,10,2024
Army,FBS Independents,1621,10,2024
Auburn,SEC,1872,10,2024
Ball State,Mid-American,1422,10,2024
Baylor,Big 12,1673,10,2024
Boise State,Mountain West,1657,10,2024
Boston College,ACC,1504,10,2024
Bowling Green,Mid-American,981,10,2024
Buffalo,Mid-American,1583,10,2024
BYU,FBS Independents,1967,10,2024
Central Michigan,Mid-American,1418,10,2024
Charlotte,Conference USA,1340,10,2024
Cincinnati,American Athletic,1909,10,2024
Clemson,ACC,2135,10,2024
Coastal Carolina,Sun Belt,1639,10,2024
Colorado,Pac-12,1415,10,2024
Colorado State,Mountain West,1398,10,2024
Duke,ACC,1424,10,2024
East Carolina,American Athletic,1253,10,2024
Eastern Michigan,Mid-American,1395,10,2024
Florida,SEC,1869,10,2024
Florida Atlantic,Conference USA,1657,10,2024
Florida International,Conference USA,1369,10,2024
Florida State,ACC,1253,10,2024
Fresno State,Mountain West,1495,10,2024
Georgia,SEC,1859,10,2024
Georgia Southern,Sun Belt,1483,10,2024
Georgia State,Sun Belt,1240,10,2024
Georgia Tech,ACC,1247,10,2024
Hawai'i,Mountain West,1443,10,2024
Houston,American Athletic,1472,10,2024
Illinois,Big Ten,1337,10,2024
Indiana,Big Ten,1652,10,2024
Iowa,Big Ten,1851,10,2024
Iowa State,Big 12,1691,10,2024
Kansas,Big 12,1024,10,2024
Kansas State,Big 12,1610,10,2024
Kent State,Mid-American,1370,10,2024
Kentucky,SEC,1697,10,2024
Liberty,FBS Independents,1543,10,2024
Louisiana,Sun Belt,1624,10,2024
Louisiana Tech,Conference USA,1433,10,2024
Louisville,ACC,1489,10,2024
LSU,SEC,1846,10,2024
Marshall,Conference USA,1650,10,2024
Maryland,Big Ten,1326,10,2024
Massachusetts,FBS Independents,869,10,2024
Memphis,American Athletic,1585,10,2024
Miami,ACC,1660,10,2024
Miami (OH),Mid-American,1422,10,2024
Michigan,Big Ten,1765,10,2024
Michigan State,Big Ten,1433,10,2024
Middle Tennessee,Conference USA,1226,10,2024
Minnesota,Big Ten,1679,10,2024
Mississippi State,SEC,1452,10,2024
Missouri,SEC,1557,10,2024
Navy,American Athletic,1343,10,2024
NC State,ACC,1402,10,2024
Nebraska,Big Ten,1524,10,2024
Nevada,Mountain West,1400,10,2024
New Mexico,Mountain West,1211,10,2024
North Carolina,ACC,1773,10,2024
Northern Illinois,Mid-American,1295,10,2024
North Texas,Conference USA,1273,10,2024
Northwestern,Big Ten,1602,10,2024
Notre Dame,FBS Independents,1964,10,2024
Ohio,Mid-American,1572,10,2024
Ohio State,Big Ten,2094,10,2024
Oklahoma,Big 12,1912,10,2024
Oklahoma State,Big 12,1683,10,2024
Ole Miss,SEC,1572,10,2024
Oregon,Pac-12,1853,10,2024
Oregon State,Pac-12,1403,10,2024
Penn State,Big Ten,1705,10,2024
Pittsburgh,ACC,1472,10,2024
Purdue,Big Ten,1508,10,2024
Rice,Conference USA,1353,10,2024
Rutgers,Big Ten,1299,10,2024
San Diego State,Mountain West,1628,10,2024
San José State,Mountain West,1473,10,2024
SMU,American Athletic,1593,10,2024
South Alabama,Sun Belt,1262,10,2024
South Carolina,SEC,1428,10,2024
Southern Miss,Conference USA,1225,10,2024
South Florida,American Athletic,1153,10,2024
Stanford,Pac-12,1456,10,2024
Syracuse,ACC,1347,10,2024
TCU,Big 12,1615,10,2024
Temple,American Athletic,1291,10,2024
Tennessee,SEC,1463,10,2024
Texas,Big 12,1801,10,2024
Texas A&M,SEC,1762,10,2024
Texas State,Sun Belt,1192,10,2024
Texas Tech,Big 12,1427,10,2024
Toledo,Mid-American,1343,10,2024
Troy,Sun Belt,1469,10,2024
Tulane,American Athletic,1629,10,2024
Tulsa,American Athletic,1503,10,2024
UAB,Conference USA,1503,10,2024
UCF,American Athletic,1793,10,2024
UCLA,Pac-12,1407,10,2024
UL Monroe,Sun Belt,1024,10,2024
UNLV,Mountain West,1204,10,2024
USC,Pac-12,1592,10,2024
Utah State,Mountain West,1258,10,2024
UTEP,Conference USA,1151,10,2024
UTSA,Conference USA,1249,10,2024
Vanderbilt,SEC,1161,10,2024
Virginia,ACC,1515,10,2024
Virginia Tech,ACC,1645,10,2024
Wake Forest,ACC,1605,10,2024
Washington State,Pac-12,1609,10,2024
Western Kentucky,Conference USA,1328,10,2024
Western Michigan,Mid-American,1556,10,2024
West Virginia,Big 12,1611,10,2024
Wisconsin,Big Ten,1904,10,2024
Wyoming,Mountain West,1561,10,2024
Air Force,Mountain West,1617,11,2024
Akron,Mid-American,953,11,2024
Alabama,SEC,2105,11,2024
App State,Sun Belt,1679,11,2024
Arizona,Pac-12,1393,11,2024
Arizona State,Pac-12,1550,11,2024
Arkansas,SEC,1385,11,2024
Arkansas State,Sun Belt,1273,11,2024
Army,FBS Independents,1555,11,2024
Auburn,SEC,1872,11,2024
Ball State,Mid-American,1430,11,2024
Baylor,Big 12,1666,11,2024
Boise State,Mountain West,1709,11,2024
